date,open,high,low,close,tick_volume,spread,returns,log_returns,tr,atr_14,atr_mean_16,atr_mean_48,atr_rel_16,atr_rel_48
2022-10-27 23:00:00,0.99712,0.99723,0.99602,0.99634,4495,0,-0.0007521888696105,-0.0007524719055982,0.0012099999999999334,0.002902142857142853,0.0021725892857142855,0.0021045089285714295,1.3357991205358961,1.3790119004688037
2022-10-28 00:00:00,0.99631,0.99643,0.99603,0.99633,243,0,-1.0036734447993467e-05,-1.003678481634968e-05,0.00040000000000006697,0.0028192857142857147,0.0022678125000000007,0.002114032738095239,1.2431740782298861,1.3336055130470281
2022-10-28 01:00:00,0.99631,0.99721,0.99631,0.9971,1418,0,0.0007728363092549,0.0007725378250508,0.0009000000000000119,0.0027378571428571413,0.002356160714285715,0.0021237202380952397,1.1619993178976078,1.289179758117632
2022-10-28 02:00:00,0.9971,0.99721,0.99665,0.99671,1077,0,-0.0003911342894393,-0.0003912108024074,0.0005600000000000049,0.002547142857142851,0.0024327678571428577,0.002131294642857145,1.0470143502036895,1.1951153096918752
2022-10-28 03:00:00,0.99669,0.9969,0.99582,0.99666,2173,0,-5.016504299149016e-05,-5.016630129934155e-05,0.0010799999999999699,0.002504285714285713,0.0025039285714285714,0.00213715773809524,1.0001426330052767,1.171783284708633
2022-10-28 04:00:00,0.99665,0.99961,0.9964,0.99951,3877,0,0.002859550900006,0.0028554701618657,0.003210000000000046,0.0025757142857143,0.0025680803571428573,0.0021454910714285742,1.0029726205997447,1.200524355479728
2022-10-28 05:00:00,0.99951,0.99981,0.99812,0.99883,4397,0,-0.000680333363348,-0.0006805648951091,0.0016899999999999693,0.0022264285714285815,0.0026056696428571426,0.0021483035714285744,0.8544554285812228,1.036365903329042
2022-10-28 06:00:00,0.99882,0.99926,0.99799,0.99924,2989,0,0.0004104802619064,0.0004103960379311,0.0012699999999999934,0.0019028571428571426,0.002619999999999999,0.0021573511904761935,0.7262813522355509,0.8820340198932208
2022-10-28 07:00:00,0.99921,0.99927,0.99817,0.99849,2251,0,-0.0007505704335295,-0.0007508522525428,0.0010999999999999899,0.0015864285714285759,0.0025902232142857137,0.0021646130952380984,0.6124678995536117,0.7328924392624888
2022-10-28 08:00:00,0.99849,0.99909,0.9973,0.99739,3657,0,-0.0011016635119029,-0.0011022707892008,0.0017900000000000693,0.0014721428571428663,0.0025338392857142855,0.002170223214285718,0.5809929877726524,0.6783370703309846
2022-10-28 09:00:00,0.99734,0.9981,0.99633,0.9968,8961,0,-0.0005915439296564,-0.0005917189607959,0.0017699999999999383,0.0014571428571428632,0.002460357142857144,0.0021746726190476225,0.5922485121207745,0.6700515950676775
2022-10-28 10:00:00,0.99679,0.99769,0.99372,0.99453,10343,0,-0.0022772873194221,-0.0022798842816249,0.003969999999999918,0.0015671428571428542,0.0023829910714285724,0.0021744196428571463,0.6576368984057386,0.7207177613074071
2022-10-28 11:00:00,0.99452,0.99532,0.99265,0.99407,8796,0,-0.000462530039315,-0.0004626370393287,0.00266999999999995,0.0016399999999999906,0.0023075446428571437,0.002173467261904765,0.7107121437830056,0.7545547286333364
2022-10-28 12:00:00,0.9941,0.99647,0.9941,0.99537,7625,0,0.0013077549870732,0.0013069006203072,0.0023999999999999577,0.001715714285714273,0.0022292410714285726,0.002171264880952384,0.7696405326924941,0.7901911465365329
2022-10-28 13:00:00,0.99537,0.99569,0.99355,0.99476,4982,0,-0.0006128374373348,-0.0006130252989535,0.0021399999999999197,0.0017821428571428433,0.0021525892857142855,0.002168050595238098,0.8279065908996577,0.8220024297666938
2022-10-28 14:00:00,0.99475,0.99757,0.99391,0.9954,7094,0,0.0006433712654307,0.0006431643908648,0.0036599999999999966,0.002014999999999981,0.0020907142857142843,0.0021674851190476214,0.9637854458489838,0.9296488277093035
2022-10-28 15:00:00,0.99539,0.99734,0.99363,0.99693,12472,0,0.0015370705244124,0.0015358904406071,0.003709999999999991,0.0022157142857142653,0.0020478124999999976,0.0021677380952380967,1.0819908002877547,1.0221319127903683
2022-10-28 16:00:00,0.99693,0.99899,0.99658,0.99694,13571,0,1.0030794539206411e-05,1.0030744231123288e-05,0.0024100000000000232,0.0023478571428571238,0.0020183482142857104,0.0021674107142857155,1.163256729556959,1.0832543769309895
2022-10-28 17:00:00,0.99695,0.99825,0.9939,0.99504,13891,0,-0.0019058318454471,-0.0019076502537129,0.004349999999999965,0.002581428571428552,0.0020085714285714234,0.0021701041666666674,1.285206258890463,1.1895413183753702
2022-10-28 18:00:00,0.99507,0.99531,0.99305,0.99338,8841,0,-0.0016682746422254,-0.0016696677619861,0.0022600000000000398,0.002513571428571409,0.0020064732142857085,0.0021675744047619044,1.2527311158082037,1.1596240586018132
2022-10-28 19:00:00,0.99338,0.99394,0.99289,0.99385,4797,0,0.0004731321347319,0.0004730202430151,0.0010499999999999954,0.002467857142857125,0.0020041964285714216,0.0021618898809523802,1.231344945872495,1.1415276812202648
2022-10-28 20:00:00,0.99384,0.99495,0.99342,0.99382,2981,0,-3.018564169643412e-05,-3.018609729208475e-05,0.0015300000000000313,0.002486428571428556,0.0019986160714285627,0.0021555803571428555,1.2440751412807949,1.1534845190017542
2022-10-28 21:00:00,0.99383,0.99574,0.99377,0.99558,2857,0,0.0017709444366182,0.0017693781634353,0.0019699999999999163,0.002548571428571408,0.0020187499999999893,0.002149806547619045,1.2624502432551932,1.1854887275294623
2022-10-28 22:00:00,0.99558,0.99662,0.99527,0.99661,3246,0,0.0010345728118281,0.0010340380102057,0.0013499999999999623,0.002517142857142829,0.0020571428571428446,0.0021452827380952348,1.2236111111111048,1.1733385126558018
2022-10-28 23:00:00,0.99661,0.99676,0.99597,0.99657,1488,0,-4.013606124764202e-05,-4.013686672090068e-05,0.0007899999999999574,0.0024471428571428305,0.0021109374999999852,0.002142008928571425,1.1592682668922447,1.1424522206706715
2022-10-31 00:00:00,0.99554,0.99601,0.9943,0.99572,3107,0,-0.0008529255345834,-0.0008532894825289,0.0022699999999999942,0.0023257142857142643,0.0021642857142856976,0.002143020833333329,1.074587458745873,1.0852504322586392
2022-10-31 01:00:00,0.99572,0.99622,0.99534,0.99545,1688,0,-0.0002711605672278,-0.0002711973379017,0.0008799999999999919,0.0021978571428571242,0.0022105803571428394,0.0021440178571428526,0.9942444009128174,1.0251113979927475
2022-10-31 02:00:00,0.99545,0.99649,0.99532,0.99593,2876,0,0.0004821939826209,0.0004820777644608,0.0011700000000000044,0.0021099999999999847,0.00224450892857141,0.002145312499999995,0.9400720011138304,0.983539694100505
2022-10-31 03:00:00,0.99592,0.99636,0.99433,0.99483,3398,0,-0.0011044952958541,-0.0011051057002839,0.0020299999999999763,0.0021021428571428463,0.0022733928571428384,0.002147023809523804,0.9246720603251933,0.9790962018297729
2022-10-31 04:00:00,0.99481,0.99565,0.99457,0.99555,2430,0,0.0007237417448207,0.0007234799700613,0.001080000000000081,0.0019178571428571378,0.0022860267857142676,0.00214633928571428,0.8389478001054588,0.8935479845251466
2022-10-31 05:00:00,0.99557,0.99659,0.99526,0.99649,2893,0,0.000944201697554,0.0009437562195232,0.0013299999999999423,0.0017478571428571343,0.0022838839285714107,0.0021449702380952323,0.7653003381614205,0.8148631210889244
2022-10-31 06:00:00,0.99648,0.99655,0.99587,0.99607,1626,0,-0.0004214793926682,-0.0004215682400732,0.0006800000000000139,0.001624285714285705,0.0022594642857142683,0.0021444047619047554,0.7188808978107973,0.7574529506467531
2022-10-31 07:00:00,0.99607,0.9962,0.99443,0.99483,2958,0,-0.001244892427239,-0.0012456679495114,0.0017699999999999383,0.0014399999999999888,0.002210982142857126,0.0021437946428571365,0.6512942696765334,0.6717061285687479
2022-10-31 08:00:00,0.9948,0.99534,0.99383,0.99523,3465,0,0.0004020787471226,0.0004019979351243,0.0015100000000000113,0.0013864285714285582,0.002150892857142841,0.002145684523809517,0.6445828144458269,0.6461474443442639
2022-10-31 09:00:00,0.99522,0.99548,0.99283,0.99295,5666,0,-0.0022909277252494,-0.0022935559149329,0.002650000000000041,0.0015007142857142758,0.0020833482142856986,0.0021493601190476124,0.7203377118734873,0.6982144464368524
2022-10-31 10:00:00,0.99295,0.99332,0.99143,0.99232,6557,0,-0.000634473034896,-0.0006346743980895,0.0018899999999999473,0.0015264285714285555,0.0020216517857142703,0.0021536309523809455,0.7550403003201922,0.7087697963019213
2022-10-31 11:00:00,0.9923,0.99488,0.99213,0.99464,5823,0,0.0023379554982263,0.0023352267325979,0.00275000000000003,0.0015821428571428495,0.001966294642857128,0.002158139880952374,0.8046316267453761,0.7331048701276303
2022-10-31 12:00:00,0.99465,0.99465,0.99274,0.99327,5249,0,-0.0013773827716561,-0.0013783322352559,0.0019100000000000783,0.0016221428571428578,0.001912276785714272,0.0021596577380952305,0.8482782771098465,0.7511110804870179
2022-10-31 13:00:00,0.99327,0.99394,0.99245,0.99365,5766,0,0.0003825747279189,0.0003825015648673,0.0014899999999999913,0.00167214285714286,0.0018574999999999876,0.002160639880952373,0.9002114977888943,0.773910947346676
2022-10-31 14:00:00,0.99366,0.99367,0.99075,0.99092,7448,0,-0.0027474462839027,-0.0027512274417175,0.0029200000000000337,0.0017185714285714343,0.0018075892857142754,0.0021615773809523734,0.95075327241295,0.795054317146049
2022-10-31 15:00:00,0.99085,0.99156,0.98883,0.989,8492,0,-0.0019375933475962,-0.0019394729098638,0.00273000000000001,0.0018507142857142928,0.0017703124999999917,0.0021571577380952306,1.0454167192031358,0.857941101399693
2022-10-31 16:00:00,0.989,0.99081,0.98807,0.98898,8083,0,-2.02224469161294e-05,-2.022265139256572e-05,0.0027399999999999647,0.0019628571428571473,0.001747633928571422,0.002148586309523802,1.1231511993256256,0.9135575025106538
2022-10-31 17:00:00,0.98899,0.98954,0.9873,0.98829,7976,0,-0.0006976885275737,-0.0006979320254782,0.0022400000000000198,0.00197785714285715,0.0017338839285714236,0.0021349404761904687,1.140709081078305,0.9264226168901842
2022-10-31 18:00:00,0.98829,0.989,0.98753,0.98755,7736,0,-0.0007487680741482,-0.0007490485409744,0.0014699999999999713,0.002005714285714285,0.0017273660714285674,0.002118288690476183,1.161140257927793,0.9468559666734605
2022-10-31 19:00:00,0.98757,0.98873,0.98732,0.98871,4639,0,0.0011746240696672,0.0011739347385652,0.0014100000000000223,0.0020114285714285768,0.0017216964285714257,0.0021008779761904693,1.16828294352539,0.9574228461740117
2022-10-31 20:00:00,0.98871,0.9896,0.98816,0.98883,4208,0,0.0001213702703521,0.0001213629055768,0.0014399999999999968,0.0020657142857142896,0.0017309374999999977,0.002082068452380946,1.1934077837670583,0.9921452310331322
2022-10-31 21:00:00,0.98884,0.98884,0.98768,0.9883,4153,0,-0.0005359869745052,-0.0005361306668708,0.0011600000000000499,0.002022142857142869,0.001748080357142856,0.0020615178571428507,1.1567791199530173,0.980899995668942
2022-10-31 22:00:00,0.98829,0.9884,0.988,0.98816,1609,0,-0.0001416573914801,-0.0001416674258361,0.00039999999999995595,0.001942857142857151,0.0017679910714285714,0.0020393898809523744,1.0989066484862304,0.9526658737513478
2022-10-31 23:00:00,0.98764,0.98863,0.98711,0.98827,385,0,0.0001113180051812,0.0001113118097919,0.0015199999999999658,0.0018621428571428597,0.0017943750000000006,0.002017723214285708,1.0377668308702803,0.9228931123747193
2022-11-01 00:00:00,0.98827,0.98854,0.98808,0.98843,1516,0,0.0001618990761633,0.0001618859719223,0.00046000000000001595,0.0017600000000000077,0.0018177232142857164,0.0019956547619047562,0.9682442223150066,0.8819160676469775
2022-11-01 01:00:00,0.98843,0.98877,0.98829,0.98859,1333,0,0.0001618728690953,0.000161859769096,0.00048000000000003595,0.0015978571428571509,0.001823794642857146,0.0019719047619047563,0.876116809047074,0.8103115189567801
2022-11-01 02:00:00,0.98859,0.98902,0.98825,0.98853,2305,0,-6.0692501441361735e-05,-6.069434330575262e-05,0.0007700000000000484,0.0015164285714285772,0.0018231696428571474,0.001950431547619042,0.8317539606748462,0.7774836155002379
2022-11-01 03:00:00,0.98851,0.98999,0.98842,0.98949,4509,0,0.0009711389639159,0.0009706677135474,0.0015700000000000713,0.0015221428571428688,0.0018194196428571487,0.001929970238095233,0.8366090050300614,0.7886872176045233
2022-11-01 04:00:00,0.9895,0.99081,0.98926,0.99064,3313,0,0.0011622148783716,0.0011615400294888,0.0015499999999999403,0.0014242857142857193,0.0018070535714285775,0.0019059821428571372,0.7881812342507042,0.7472712793366798
2022-11-01 05:00:00,0.99065,0.99078,0.98945,0.99034,3917,0,-0.0003028345312121,-0.0003028803948484,0.0013299999999999423,0.0013242857142857143,0.0017853125000000059,0.0018871874999999946,0.7417668975519467,0.7017245050031955
2022-11-01 06:00:00,0.99035,0.99079,0.98995,0.99052,2910,0,0.0001817557606478,0.0001817392450707,0.0008399999999999519,0.0011885714285714277,0.0017521875000000055,0.001872306547619042,0.6783357537771637,0.6348166811053989
2022-11-01 07:00:00,0.9905,0.99279,0.99044,0.99252,3552,0,0.0020191414610508,0.0020171057347499,0.0023499999999999632,0.0011964285714285666,0.0017112946428571476,0.0018641815476190416,0.6991365142305538,0.6417983124855311
2022-11-01 08:00:00,0.99248,0.99388,0.99217,0.99333,5139,0,0.000816104461371,0.0008157716291966,0.0017099999999999893,0.001213571428571425,0.00166446428571429,0.0018587946428571366,0.7291063190644741,0.6528808511660305
2022-11-01 09:00:00,0.99327,0.99335,0.99087,0.99304,8013,0,-0.0002919472884137,-0.0002919899133197,0.0024799999999999267,0.0012899999999999895,0.0016214732142857174,0.0018553124999999935,0.7955728091186837,0.6953006568974197
2022-11-01 10:00:00,0.99304,0.9948,0.99211,0.99227,7125,0,-0.0007753967614597,-0.0007756975370189,0.00268999999999997,0.001379285714285702,0.001582321428571431,0.0018513988095238028,0.8716849114095384,0.744996543797318
2022-11-01 11:00:00,0.99227,0.99354,0.99152,0.99341,4705,0,0.0011488808489625,0.0011482213904045,0.0020200000000000218,0.0014407142857142713,0.0015466517857142868,0.0018472470238095169,0.9315052677153891,0.779925081564421
2022-11-01 12:00:00,0.9934,0.99419,0.99234,0.99366,6788,0,0.0002516584290472,0.0002516267683765,0.0018500000000000183,0.0015442857142857044,0.0015140625000000002,0.0018436755952380883,1.0199616688780708,0.8376124944509441
2022-11-01 13:00:00,0.99366,0.99425,0.99263,0.99344,5335,0,-0.0002214036994545,-0.0002214282128719,0.0016199999999999548,0.0015514285714285608,0.001484642857142856,0.0018388690476190408,1.044984363723833,0.843686271970994
2022-11-01 14:00:00,0.99344,0.9948,0.99344,0.99407,7516,0,0.0006341600901915,0.0006339590956522,0.0013600000000000279,0.0016157142857142759,0.0014641964285714263,0.0018305505952380889,1.1034819196292407,0.8826384203295564
2022-11-01 15:00:00,0.99414,0.9954,0.99297,0.99359,9173,0,-0.0004828633798424,-0.0004829799959055,0.002429999999999932,0.0017549999999999827,0.0014574999999999966,0.0018209523809523745,1.2041166380788932,0.963781380753132
2022-11-01 16:00:00,0.9936,0.99369,0.9859,0.98691,15395,0,-0.0067230950392013,-0.0067457968508245,0.007789999999999964,0.002256428571428548,0.0014885267857142803,0.0018190476190476125,1.515880394685531,1.2404450261780022
2022-11-01 17:00:00,0.9869,0.98855,0.98611,0.98703,10165,0,0.0001215916344956,0.000121584242832,0.0024399999999999977,0.0023185714285714,0.0015335714285714208,0.001813571428571422,1.51187703772705,1.2784560850728521
2022-11-01 18:00:00,0.98701,0.99098,0.98531,0.98613,10544,0,-0.0009118263882557,-0.0009122423548156,0.005669999999999953,0.002612857142857115,0.0016020982142857043,0.0018156398809523742,1.6308969821941022,1.439083361336263
2022-11-01 19:00:00,0.98613,0.98829,0.9858,0.98822,5000,0,0.0021193960228367,0.0021171532713792,0.0024899999999999922,0.002695714285714262,0.0016754464285714166,0.0018203869047618976,1.6089528377298135,1.480846889561016
2022-11-01 20:00:00,0.9882,0.98862,0.98767,0.98828,4139,0,6.0715225354668334e-05,6.0713382259975626e-05,0.0009500000000000064,0.0027035714285714085,0.001755401785714272,0.001824910714285707,1.5401439434398927,1.4814814814814763
2022-11-01 21:00:00,0.98827,0.98841,0.98739,0.98777,3579,0,-0.0005160480835391,-0.0005161812821779,0.0010200000000000209,0.0026085714285714124,0.0018356696428571283,0.0018261607142857073,1.4210462316690606,1.4284457047865804
2022-11-01 22:00:00,0.98776,0.98799,0.98729,0.98735,1513,0,-0.0004252001984268,-0.0004252906216641,0.0007000000000000339,0.0025364285714285584,0.0019199107142856989,0.0018265624999999933,1.3211179835371847,1.388634974948061
2022-11-01 23:00:00,0.98731,0.98832,0.98708,0.98748,4071,0,0.0001316655694536,0.0001316569023033,0.0012400000000000189,0.0024478571428571366,0.0019981249999999847,0.001826577380952375,1.2250770811921954,1.3401332833656503
2022-11-02 00:00:00,0.98741,0.98798,0.98693,0.98742,1875,0,-6.0760724267860944e-05,-6.07625702754446e-05,0.0010499999999999954,0.002330714285714281,0.002067946428571413,0.0018266815476190416,1.127067052372529,1.275928083224037
2022-11-02 01:00:00,0.98742,0.98792,0.98721,0.98774,1612,0,0.0003240768872414,0.0003240243856697,0.0007099999999999884,0.0022371428571428503,0.0021271428571428418,0.0018274999999999943,1.0517125587642757,1.224154778190346
2022-11-02 02:00:00,0.98774,0.98878,0.98745,0.98874,3788,0,0.0010124121732439,0.0010119000296774,0.0013299999999999423,0.0021999999999999876,0.0021784374999999846,0.0018293749999999944,1.0098981494764037,1.2025965152032767
2022-11-02 03:00:00,0.98872,0.98891,0.98813,0.98882,4139,0,8.091105851892877e-05,8.090778539578682e-05,0.0007800000000000029,0.0021399999999999913,0.0022221428571428422,0.001830163690476185,0.9630343940855056,1.1692943156593774
2022-11-02 04:00:00,0.9888,0.98965,0.98788,0.98938,3386,0,0.0005663315871442,0.000566171281932,0.0017700000000000493,0.002169285714285707,0.0022612053571428423,0.0018354017857142803,0.9593492724724123,1.181913263444652
2022-11-02 05:00:00,0.98938,0.98998,0.98916,0.9893,2990,0,-8.085871960228364e-05,-8.086198884478386e-05,0.0008199999999999319,0.002054285714285707,0.0022926339285714143,0.0018417857142857088,0.8960373868172548,1.1153771572619733
2022-11-02 06:00:00,0.98932,0.98938,0.98794,0.98843,2925,0,-0.0008794096836145,-0.0008797965911604,0.0014399999999999968,0.0016007142857142806,0.0022916964285714142,0.0018412946428571376,0.6984844352670766,0.8693417383925321
2022-11-02 07:00:00,0.98844,0.98931,0.98835,0.98877,2835,0,0.0003439798468278,0.0003439206993236,0.0009600000000000719,0.0014950000000000002,0.0022754464285714153,0.0018424404761904708,0.6570139297626094,0.811423771524572
2022-11-02 08:00:00,0.98878,0.98895,0.98785,0.98828,3401,0,-0.000495565197164,-0.0004956880301792,0.0010999999999999899,0.0011685714285714316,0.0022074553571428458,0.001837901785714281,0.5293748862418388,0.6358182127328847
2022-11-02 09:00:00,0.98828,0.98859,0.98712,0.98844,5461,0,0.0001618974379729,0.000161884333997,0.0014699999999999713,0.001095714285714287,0.002131026785714276,0.0018294642857142808,0.5141719912014275,0.5989263055148877
2022-11-02 10:00:00,0.98847,0.9907,0.98792,0.99002,7434,0,0.0015984784104245,0.0015972022036219,0.0027800000000000047,0.0012264285714285728,0.002044374999999992,0.0018232142857142813,0.599903917543786,0.6726738491674852
2022-11-02 11:00:00,0.99003,0.99056,0.98865,0.9905,4754,0,0.0004848386901274,0.000484721193826,0.0019099999999999673,0.0012899999999999975,0.0019565178571428507,0.001817127976190472,0.6593346415369881,0.7099114739867828
2022-11-02 12:00:00,0.9905,0.99121,0.98945,0.99017,4750,0,-0.0003331650681474,-0.0003332205799587,0.0017599999999999838,0.0013657142857142796,0.00187290178571428,0.00181178571428571,0.7291969585011788,0.7537945988566906
2022-11-02 13:00:00,0.99016,0.99057,0.98869,0.98978,4411,0,-0.0003938717593948,-0.00039394934725,0.0018799999999999928,0.0014114285714285635,0.001798080357142852,0.001806354166666662,0.7849641234451402,0.7813686803364422
2022-11-02 14:00:00,0.98978,0.99079,0.98843,0.99063,8838,0,0.000858776697852,0.0008584081601229,0.0023599999999999177,0.0015049999999999866,0.0017336160714285663,0.001801904761904757,0.8681276234130714,0.8352272727272676
2022-11-02 15:00:00,0.9906,0.99151,0.98882,0.98943,7787,0,-0.0012113503528057,-0.0012120846306827,0.00268999999999997,0.0016464285714285567,0.00168352678571428,0.0017976488095238039,0.9779639892869401,0.9158788761775414
2022-11-02 16:00:00,0.98943,0.98946,0.98725,0.98734,6823,0,-0.0021123272995563,-0.0021145614095353,0.0022100000000000453,0.0017092857142857068,0.001644687499999994,0.0017923660714285656,1.0392768925924913,0.9536476624573453
2022-11-02 17:00:00,0.98735,0.98861,0.98644,0.98744,7135,0,0.0001012822330705,0.0001012771043715,0.0021700000000000053,0.0018085714285714213,0.0016179017857142798,0.0017888392857142797,1.117849948952843,1.0110306962815068
2022-11-02 18:00:00,0.98744,0.98765,0.98589,0.98676,4690,0,-0.0006886494369278,-0.0006888866648688,0.0017599999999999838,0.0018078571428571308,0.0015933928571428512,0.0017847172619047558,1.134595987896444,1.0129655724446116
2022-11-02 19:00:00,0.98676,0.98918,0.98589,0.98802,4059,0,0.0012769062385991,0.0012760916871581,0.003289999999999904,0.0019842857142857,0.001583660714285708,0.001784151785714279,1.2529740091334458,1.1121731515075655
2022-11-02 20:00:00,0.98803,0.99761,0.98732,0.98848,20828,0,0.0004655776198863,0.0004654692722544,0.010290000000000021,0.002616428571428559,0.0016116071428571364,0.0017956249999999928,1.62349030470914,1.4571130227238815
2022-11-02 21:00:00,0.98846,0.99051,0.98225,0.98288,14795,0,-0.0056652638394303,-0.0056813723145997,0.008260000000000045,0.003137857142857129,0.0016793303571428502,0.0018188690476190403,1.8685168939575187,1.7251693556304604
2022-11-02 22:00:00,0.98285,0.98316,0.98128,0.98168,4410,0,-0.001220901839492,-0.0012216477473248,0.0018799999999999928,0.0031935714285714146,0.0017788839285714211,0.0018449255952380872,1.7952668958767282,1.731002831124626
2022-11-02 23:00:00,0.98176,0.982,0.98149,0.98169,630,0,1.018661885732186e-05,1.0186566974072331e-05,0.0005100000000000104,0.003124999999999989,0.0018807589285714204,0.0018712351190476107,1.6615632936931817,1.67001996071477
2022-11-03 00:00:00,0.98149,0.98314,0.98123,0.9815,1964,0,-0.000193543786735,-0.0001935625187507,0.0019099999999999673,0.003062857142857129,0.0019991517857142764,0.0018983779761904674,1.532078336794623,1.6134074358592472
2022-11-03 01:00:00,0.98149,0.98181,0.98097,0.98138,2092,0,-0.0001222618441161,-0.0001222693187046,0.0008399999999999519,0.0029864285714285566,0.0021173214285714185,0.0019273065476190382,1.4104748249978911,1.5495348029185807
2022-11-03 02:00:00,0.98138,0.98226,0.981,0.9821,2455,0,0.0007336607634147,0.0007333917659174,0.0012600000000000389,0.002950714285714275,0.0022250892857142747,0.0019571874999999906,1.3261105092091023,1.5076298442097598
2022-11-03 03:00:00,0.9821,0.98398,0.982,0.98311,4623,0,0.0010284085123715,0.0010278800626144,0.0019799999999999818,0.002957857142857131,0.0023293303571428454,0.001987098214285704,1.2698315349675158,1.4885309249399044
2022-11-03 04:00:00,0.98309,0.98393,0.98261,0.98273,3503,0,-0.0003865284657872,-0.0003866031871699,0.0013199999999999878,0.002883571428571422,0.002424196428571417,0.00201749999999999,1.189495782844097,1.4292795184988534
2022-11-03 05:00:00,0.98272,0.98333,0.98243,0.98293,2548,0,0.000203514698849,0.000203493992542,0.0009000000000000119,0.002755714285714282,0.0025082142857142747,0.002047321428571418,1.0986757795813789,1.3460095944177985
2022-11-03 06:00:00,0.98294,0.98362,0.98278,0.98347,1854,0,0.0005493778804186,0.0005492270276384,0.0008400000000000629,0.00265785714285714,0.002580267857142846,0.0020779315476190372,1.0300702446451468,1.2790879208232826
2022-11-03 07:00:00,0.98347,0.98361,0.98245,0.98263,2258,0,-0.0008541185801295,-0.0008544835472355,0.0011599999999999389,0.0025857142857142784,0.002638973214285704,0.0021068749999999894,0.9798183140764309,1.2272746535576584
2022-11-03 08:00:00,0.98261,0.98261,0.98099,0.98117,3558,0,-0.0014858084935326,-0.0014869134015624,0.0016399999999999748,0.0025771428571428495,0.0026932142857142754,0.0021352827380952274,0.956902267603767,1.2069328389933889
2022-11-03 09:00:00,0.9811,0.98132,0.9773,0.97839,7815,0,-0.0028333520185085,-0.0028373735584273,0.0040200000000000236,0.002629285714285715,0.0027445089285714186,0.0021631845238095134,0.9580168192982779,1.21546991731217
2022-11-03 10:00:00,0.97839,0.97903,0.97612,0.97677,9341,0,-0.0016557814368503,-0.0016571537579853,0.002909999999999968,0.002102142857142854,0.0027629017857142765,0.002178244047619038,0.7608460307970736,0.9650630559237073
2022-11-03 11:00:00,0.97677,0.97704,0.97475,0.97534,7711,0,-0.0014640089273831,-0.0014650816355503,0.0022900000000000142,0.0016757142857142804,0.0027436160714285627,0.002183139880952371,0.61076850480824,0.7675707362293561
2022-11-03 12:00:00,0.97534,0.97566,0.97302,0.97452,6809,0,-0.0008407324625258,-0.0008410860762728,0.0026399999999999757,0.0017299999999999935,0.0026882142857142773,0.002187008928571419,0.6435498870732027,0.7910347220804675
2022-11-03 13:00:00,0.9745,0.97516,0.97357,0.97395,6598,0,-0.0005849033370275,-0.0005850744597144,0.0015899999999999803,0.0018071428571428485,0.0026050446428571346,0.0021923363095238,0.6937089781159483,0.8243000169692853
